Actual_Lead_Time,Predicted_Lead_Time,Actual_Disruption,Predicted_Disruption
4.29,28.230715,0.0,1.0
40.3,1.3283747,1.0,1.0
10.98,1.435074,1.0,1.0
3.33,1.6175028,1.0,1.0
8.41,97.56842,0.0,1.0
4.34,28.444582,1.0,1.0
17.28,19.369053,0.0,1.0
14.49,196.04546,1.0,1.0
25.66,36.24295,1.0,1.0
9.27,6.3692837,0.0,0.0
4.8,79.199615,0.0,1.0
29.71,3.653048,1.0,1.0
0.99,8.176663,1.0,0.0
13.45,13.869905,0.0,1.0
0.5,6.225074,1.0,0.0
3.64,5.504825,0.0,0.0
9.02,1.1191552,0.0,1.0
3.36,1.1478071,0.0,0.0
3.09,13.920082,1.0,1.0
1.27,0.60838485,1.0,0.0
0.5,13.8316555,1.0,1.0
18.87,7.8157907,1.0,1.0
12.07,1.0147398,1.0,0.0
20.55,2.4364018,1.0,0.0
15.62,3.83884,0.0,0.0
0.55,1.003749,1.0,0.0
11.04,27.332212,0.0,1.0
1.3,31.9783,1.0,0.0
6.95,7.7604594,0.0,0.0
9.89,1.0590115,0.0,0.0
17.38,10.11797,0.0,0.0
0.72,3.3251739,1.0,0.0
151.28,40.37029,1.0,1.0
8.38,2.4982862,0.0,1.0
4.73,1.064638,0.0,0.0
1.56,9.0732,0.0,0.0
13.86,8.497618,0.0,0.0
62.57,4.642614,1.0,0.0
0.73,0.5962496,1.0,1.0
121.68,5.2320886,1.0,1.0
2.96,8.480083,1.0,0.0
8.6,2.922463,1.0,1.0
1.92,5.2065387,0.0,1.0
11.4,1.1281816,0.0,0.0
14.27,7.421879,1.0,1.0
31.91,1.1494994,1.0,0.0
14.44,153.11548,1.0,1.0
6.78,19.204285,0.0,1.0
0.5,1.4122838,1.0,1.0
107.19,14.684097,1.0,1.0
18.1,0.5789383,0.0,0.0
4.11,51.069164,0.0,1.0
8.42,2.22303,1.0,1.0
1.07,13.451489,0.0,0.0
3.97,6.5243344,1.0,0.0
0.57,11.213243,0.0,0.0
0.67,2.970168,0.0,0.0
12.16,8.244859,1.0,0.0
10.74,20.199879,0.0,1.0
85.86,6.504879,1.0,1.0
14.58,4.0016584,0.0,1.0
0.5,2.5674853,1.0,1.0
8.6,8.133097,0.0,1.0
1.11,1.088783,1.0,0.0
27.15,38.836006,1.0,1.0
24.89,10.479693,0.0,1.0
30.18,12.196114,1.0,1.0
143.34,0.97656274,1.0,0.0
1.14,11.03251,1.0,1.0
2.65,5.410333,0.0,1.0
0.6,3.3878918,1.0,0.0
9.75,9.594782,0.0,1.0
0.5,11.749246,1.0,1.0
13.64,1.5312585,1.0,1.0
29.43,1.0937033,1.0,0.0
0.5,5.401975,1.0,0.0
0.5,5.30138,1.0,0.0
6.39,5.569108,1.0,1.0
11.25,17.445509,1.0,1.0
1.15,41.080265,1.0,1.0
5.65,0.6727711,0.0,1.0
1.52,0.9137742,1.0,0.0
20.97,1.1818557,0.0,0.0
12.61,1.4752501,1.0,1.0
0.5,15.678179,0.0,0.0
11.29,85.07565,1.0,1.0
12.85,1.0276184,0.0,1.0
10.96,1.2852525,0.0,1.0
1.36,17.118761,1.0,1.0
1.43,60.7153,1.0,1.0
11.97,16.345371,0.0,0.0
1.33,14.900335,0.0,1.0
5.35,10.701998,0.0,1.0
174.33,1.0965223,1.0,0.0
80.05,0.93539673,1.0,0.0
38.63,4.215983,1.0,1.0
1.03,1.2625165,0.0,1.0
17.37,62.901546,0.0,1.0
5.96,26.611433,1.0,0.0
13.98,7.3420267,0.0,1.0
1.11,84.04571,0.0,1.0
1.13,20.692408,1.0,0.0
0.5,1.1148217,1.0,1.0
0.54,21.402496,0.0,1.0
2.2,9.743512,0.0,0.0
24.71,1.652111,1.0,0.0
0.89,32.0185,1.0,1.0
14.43,8.1671295,1.0,0.0
25.6,0.92057914,0.0,0.0
36.08,18.62603,0.0,1.0
4.54,11.72168,1.0,1.0
0.5,3.0991716,1.0,1.0
7.54,8.923444,1.0,0.0
104.57,72.715515,1.0,1.0
9.89,20.62671,0.0,1.0
0.71,7.8236475,0.0,0.0
1.01,14.47754,0.0,1.0
1.24,0.543577,1.0,1.0
6.53,15.318065,0.0,1.0
10.67,4.1101437,0.0,0.0
4.86,1.0644385,0.0,1.0
1.5,46.8321,1.0,1.0
59.8,1.4041905,1.0,1.0
1.76,4.9955463,1.0,0.0
24.18,6.20144,0.0,1.0
0.5,1.2366939,0.0,1.0
0.5,1.0079241,0.0,0.0
139.45,149.20584,1.0,1.0
28.93,1.6314455,1.0,1.0
1.96,12.025705,0.0,1.0
3.64,12.453317,1.0,0.0
193.11,1.0192761,1.0,0.0
7.66,14.277355,0.0,1.0
9.14,5.3793592,0.0,0.0
25.24,52.797626,1.0,1.0
4.5,66.90072,0.0,1.0
2.61,10.717394,0.0,1.0
7.3,0.5464603,0.0,0.0
32.91,63.613693,0.0,1.0
73.88,0.8279555,1.0,0.0
39.87,15.9411545,1.0,0.0
17.11,25.325972,1.0,0.0
4.1,10.088093,1.0,0.0
26.6,15.044665,1.0,1.0
0.66,53.22451,1.0,1.0
18.01,12.575412,1.0,0.0
0.92,1.8396837,0.0,1.0
81.56,12.800045,1.0,0.0
5.91,1.1108974,0.0,0.0
5.5,10.99824,0.0,1.0
5.08,2.6835089,1.0,0.0
6.34,16.153337,0.0,0.0
0.73,7.6739607,1.0,0.0
46.91,39.60776,1.0,1.0
8.56,8.128167,0.0,0.0
7.07,70.93768,0.0,1.0
151.27,49.87555,1.0,1.0
0.5,26.17372,0.0,1.0
1.09,66.042564,0.0,1.0
7.05,0.49851787,1.0,0.0
15.58,0.83782667,1.0,0.0
0.5,9.4423485,1.0,0.0
6.35,1.0135822,0.0,1.0
3.66,147.08151,1.0,1.0
3.39,15.242626,0.0,0.0
1.27,1.0457387,1.0,0.0
1.21,18.8887,0.0,0.0
2.11,14.876586,1.0,1.0
0.98,32.457623,0.0,0.0
1.06,1.4721408,1.0,0.0
19.53,38.159843,0.0,1.0
1.45,0.9265337,1.0,1.0
72.6,7.083372,1.0,0.0
22.52,0.86323565,1.0,0.0
3.71,1.0916302,1.0,0.0
12.42,7.9351153,1.0,0.0
8.31,28.849194,1.0,1.0
8.71,0.7823614,1.0,0.0
1.82,9.398577,1.0,1.0
0.5,6.4168324,0.0,0.0
68.95,9.736328,1.0,0.0
4.71,12.917381,1.0,0.0
9.73,11.690304,0.0,1.0
26.97,10.112175,1.0,1.0
1.26,10.53789,1.0,1.0
0.6,7.6713095,1.0,1.0
9.12,3.8541002,1.0,0.0
65.13,5.2718225,1.0,1.0
15.01,30.348856,1.0,1.0
43.29,13.088246,1.0,0.0
13.7,31.156797,1.0,1.0
10.74,4.112722,1.0,1.0
12.01,12.75798,1.0,1.0
6.24,9.571652,0.0,1.0
113.8,2.984929,1.0,1.0
9.27,5.033738,1.0,1.0
5.41,1.1737151,1.0,0.0
5.28,16.862898,0.0,0.0
187.31,20.977224,1.0,1.0
1.17,10.59781,1.0,1.0
6.83,32.76134,1.0,1.0
2.47,190.42067,1.0,1.0
2.77,4.306198,1.0,0.0
0.98,58.463367,0.0,1.0
9.89,6.239228,0.0,0.0
3.58,11.040133,1.0,1.0
3.36,1.4526242,0.0,0.0
16.55,106.7791,1.0,1.0
3.91,1.4164672,1.0,1.0
2.74,68.43477,0.0,1.0
9.38,7.351999,0.0,1.0
18.23,186.0225,0.0,1.0
2.16,0.5080731,0.0,0.0
65.2,0.77697796,1.0,1.0
1.3,24.59024,0.0,0.0
5.72,0.98417,0.0,1.0
7.44,10.981047,0.0,0.0
42.23,36.71771,1.0,1.0
28.16,68.891624,1.0,1.0
10.67,13.5488205,1.0,0.0
3.95,1.3388418,1.0,0.0
1.16,0.7447145,1.0,1.0
9.01,13.116055,0.0,0.0
5.2,45.19644,0.0,1.0
54.03,53.916973,1.0,1.0
9.05,0.5918195,0.0,1.0
5.92,10.410991,0.0,0.0
5.6,2.8228502,0.0,1.0
13.28,0.6533355,1.0,0.0
32.09,125.41985,0.0,1.0
0.99,1.4253793,1.0,0.0
36.32,0.7300092,1.0,1.0
4.81,6.7418466,1.0,0.0
19.06,8.378318,1.0,1.0
91.73,2.8270435,1.0,1.0
0.5,10.488552,1.0,1.0
0.5,5.509546,0.0,1.0
0.5,2.8041177,1.0,1.0
1.67,2.593974,0.0,0.0
1.37,5.8025084,0.0,1.0
71.01,22.60162,1.0,1.0
3.11,1.3041728,0.0,0.0
1.31,5.2674108,1.0,1.0
75.56,9.122833,1.0,1.0
1.46,1.2186072,1.0,1.0
36.66,13.068955,1.0,0.0
8.75,27.641905,0.0,1.0
0.5,0.8892889,1.0,1.0
1.33,31.094755,0.0,1.0
5.55,1.4151267,0.0,0.0
1.4,6.057669,1.0,0.0
12.39,1.1486142,1.0,1.0
2.36,27.01528,1.0,0.0
9.02,9.663709,0.0,1.0
3.52,8.501805,0.0,0.0
0.87,67.07059,0.0,1.0
36.53,10.403366,1.0,1.0
176.04,1.5077838,1.0,1.0
4.41,1.1773598,1.0,1.0
75.93,23.458569,1.0,1.0
91.43,19.041843,1.0,1.0
13.66,2.650619,1.0,0.0
188.68,15.65374,1.0,1.0
6.29,9.468948,1.0,0.0
17.31,8.113701,1.0,1.0
1.15,1.1878865,0.0,1.0
13.31,1.2925698,1.0,1.0
28.41,20.492075,1.0,1.0
61.37,15.217164,1.0,0.0
53.31,4.2956367,1.0,1.0
76.67,39.877384,1.0,1.0
41.39,26.501749,1.0,1.0
11.76,2.9549794,1.0,1.0
4.96,5.718007,0.0,1.0
0.88,12.287167,1.0,0.0
31.95,4.4465356,0.0,1.0
0.5,25.098848,0.0,1.0
39.94,13.816799,1.0,0.0
3.27,29.670835,1.0,1.0
1.34,12.755839,1.0,0.0
20.93,45.951115,0.0,1.0
23.27,37.676765,0.0,1.0
8.86,23.315193,1.0,1.0
4.89,1.4611845,0.0,0.0
12.94,18.378643,1.0,0.0
25.71,46.492977,0.0,1.0
64.07,54.566666,1.0,1.0
24.61,5.803961,0.0,1.0
26.1,104.22491,0.0,1.0
1.83,20.344025,0.0,0.0
10.72,31.059563,1.0,1.0
2.87,6.5732546,0.0,0.0
0.5,5.213728,0.0,0.0
0.81,10.961212,0.0,1.0
0.5,6.7200637,1.0,1.0
0.5,0.51675814,0.0,0.0
1.67,14.210309,1.0,1.0
1.4,2.9353795,0.0,0.0
36.21,3.4401455,0.0,1.0
26.13,6.5869164,1.0,0.0
2.3,1.9057723,0.0,1.0
5.56,76.48846,1.0,1.0
9.83,4.9786277,1.0,1.0
2.22,68.7661,0.0,1.0
13.67,1.3464937,0.0,1.0
20.64,15.568002,0.0,1.0
0.98,10.976141,0.0,0.0
0.5,0.7675803,0.0,1.0
28.27,66.307846,1.0,1.0
31.21,24.517744,0.0,1.0
5.21,2.940301,1.0,1.0
25.32,9.54708,0.0,0.0
10.7,1.8381375,0.0,0.0
16.06,8.378726,0.0,0.0
62.72,11.644324,1.0,1.0
0.65,1.4187222,0.0,1.0
1.33,1.0759072,0.0,1.0
26.01,0.5386988,1.0,1.0
13.07,11.430095,0.0,1.0
55.56,6.2184215,1.0,0.0
18.49,9.648534,1.0,1.0
2.64,15.6577015,0.0,1.0
5.99,46.111702,1.0,1.0
0.5,8.191082,1.0,0.0
5.55,7.4075108,0.0,1.0
1.35,2.823021,1.0,1.0
12.62,15.576471,1.0,1.0
1.68,2.7187328,1.0,1.0
7.93,4.2954073,1.0,1.0
24.76,25.308418,1.0,1.0
1.09,1.0001204,1.0,0.0
20.96,106.801254,1.0,1.0
0.5,13.342179,1.0,0.0
2.71,4.1961517,1.0,0.0
14.3,21.75052,0.0,1.0
0.5,29.534172,0.0,1.0
20.98,1.01718,1.0,1.0
0.99,38.451706,0.0,1.0
33.82,1.2644259,0.0,1.0
2.28,19.990284,1.0,1.0
153.96,34.856224,1.0,1.0
14.11,81.573875,0.0,1.0
21.14,1.8334062,0.0,1.0
0.5,12.9692745,1.0,0.0
7.8,33.314465,0.0,1.0
15.48,7.9464507,1.0,1.0
15.59,16.601347,1.0,0.0
0.72,1.4690787,0.0,1.0
130.6,9.153701,1.0,0.0
15.56,4.986488,0.0,0.0
9.22,3.2039561,1.0,0.0
0.7,197.0456,0.0,1.0
212.15,25.64849,1.0,1.0
0.5,20.014814,1.0,0.0
9.42,6.802858,0.0,1.0
10.89,6.6557813,0.0,0.0
100.41,31.913626,1.0,1.0
37.44,2.3073373,1.0,0.0
22.03,133.51154,1.0,1.0
0.98,7.6075344,1.0,0.0
3.62,73.060074,1.0,1.0
48.31,31.623188,1.0,1.0
13.56,1.0418258,0.0,1.0
44.53,1.1176867,1.0,0.0
17.77,96.96159,1.0,1.0
167.07,4.648378,1.0,1.0
234.84,29.217337,1.0,1.0
2.34,0.79435414,1.0,0.0
0.5,76.19327,0.0,1.0
4.37,15.314963,1.0,1.0
32.14,3.8367476,1.0,0.0
19.37,10.389843,1.0,0.0
3.44,16.836273,1.0,1.0
104.15,1.1799533,1.0,1.0
61.34,41.434277,0.0,1.0
18.23,16.39215,1.0,1.0
4.85,31.350077,1.0,1.0
14.87,1.1198053,1.0,0.0
7.24,12.518629,0.0,1.0
42.61,4.4613495,1.0,0.0
1.41,1.2699914,0.0,0.0
2.0,28.340057,0.0,1.0
0.5,9.707314,1.0,0.0
0.5,25.455004,1.0,1.0
9.34,15.658118,0.0,1.0
76.23,13.533852,1.0,0.0
2.51,16.847116,0.0,1.0
18.95,1.525084,1.0,0.0
0.52,3.7629733,1.0,0.0
13.3,33.31899,0.0,0.0
12.52,0.84678113,0.0,1.0
89.58,1.5852867,1.0,1.0
43.18,50.317604,1.0,1.0
7.56,18.689817,1.0,1.0
4.19,18.762842,0.0,1.0
2.22,5.6665845,0.0,0.0
2.44,3.850964,1.0,1.0
9.31,44.6594,0.0,1.0
41.67,17.979237,1.0,0.0
1.7,28.339798,1.0,1.0
3.83,0.97107947,1.0,0.0
7.5,183.76215,0.0,1.0
8.43,11.982314,1.0,0.0
0.85,4.7959867,0.0,1.0
60.7,1.5828359,1.0,1.0
14.81,0.96066487,0.0,0.0
3.63,2.9729676,0.0,0.0
28.49,6.199832,0.0,0.0
2.85,4.03145,1.0,1.0
5.18,16.29693,0.0,1.0
8.38,43.739998,0.0,1.0
0.61,4.9586616,1.0,0.0
2.18,82.58906,1.0,1.0
4.23,17.407045,1.0,0.0
64.07,8.6613655,1.0,1.0
16.12,0.4243992,0.0,0.0
34.04,2.614555,1.0,0.0
0.5,55.541855,0.0,1.0
26.09,0.7688221,1.0,1.0
4.92,2.049765,0.0,1.0
41.5,138.66336,1.0,1.0
64.01,49.53589,1.0,1.0
7.86,1.3350067,1.0,0.0
1.41,6.9323626,1.0,0.0
0.54,9.015045,0.0,1.0
69.65,0.566012,1.0,0.0
29.34,34.331154,1.0,1.0
1.06,12.074198,0.0,0.0
19.23,131.99155,1.0,1.0
0.5,108.48139,1.0,1.0
0.51,0.8265078,0.0,0.0
26.55,49.233242,1.0,1.0
17.8,2.8841763,1.0,1.0
87.17,9.305832,1.0,1.0
5.81,1.1290795,1.0,1.0
10.55,36.720592,0.0,1.0
1.06,1.3187926,0.0,1.0
54.82,36.2714,1.0,0.0
71.46,56.966415,1.0,1.0
42.3,33.063362,1.0,1.0
8.88,4.5371857,0.0,0.0
7.49,29.807882,0.0,1.0
0.99,3.177566,0.0,0.0
2.35,2.3527217,0.0,1.0
32.97,4.8037696,1.0,1.0
10.97,121.99059,0.0,1.0
2.29,13.334802,1.0,0.0
15.04,0.654765,1.0,0.0
0.97,1.9614384,1.0,1.0
8.59,4.9417725,0.0,0.0
31.31,8.167687,1.0,0.0
114.07,3.3827162,1.0,1.0
2.38,2.160623,0.0,1.0
0.93,1.2161278,0.0,0.0
0.5,97.06471,1.0,1.0
3.76,16.800058,0.0,0.0
0.88,2.116653,1.0,0.0
0.5,14.372763,1.0,0.0
22.66,1.0364845,0.0,1.0
4.7,3.2112508,0.0,1.0
0.54,1.2764413,0.0,1.0
6.26,2.1617317,1.0,0.0
39.25,12.200111,1.0,0.0
14.62,134.10315,0.0,1.0
17.22,0.7174995,1.0,1.0
8.93,18.495487,0.0,0.0
6.89,17.188828,1.0,1.0
7.71,1.0932682,1.0,0.0
14.2,8.634464,1.0,0.0
8.17,5.5667586,1.0,0.0
10.11,13.759848,1.0,1.0
12.68,3.5958848,1.0,1.0
4.34,1.0393369,1.0,1.0
0.83,10.479056,1.0,1.0
0.87,1.8659039,0.0,1.0
58.26,27.122267,1.0,1.0
28.33,16.922876,0.0,0.0
0.5,1.1963366,0.0,0.0
6.65,5.179637,1.0,1.0
6.69,6.5018153,0.0,1.0
4.74,7.0354357,1.0,1.0
89.62,1.3327014,1.0,1.0
15.64,12.353319,1.0,0.0
8.15,1.0594854,1.0,0.0
8.98,5.256323,0.0,1.0
37.3,1.5975277,1.0,1.0
28.2,9.3604145,1.0,0.0
6.5,15.237404,0.0,1.0
23.87,2.8217268,1.0,1.0
91.82,16.838821,1.0,0.0
48.32,7.113899,1.0,0.0
10.25,8.555182,1.0,0.0
4.64,25.723074,0.0,0.0
0.5,84.2892,1.0,1.0
12.06,6.7865705,0.0,1.0
0.5,13.092165,0.0,0.0
4.34,1.158974,1.0,0.0
27.24,1.0616808,1.0,0.0
16.73,10.41622,0.0,1.0
24.31,24.711937,1.0,1.0
0.96,3.9151254,1.0,1.0
2.06,5.972122,0.0,0.0
6.88,40.54833,0.0,0.0
22.69,8.513899,1.0,1.0
16.94,13.231152,1.0,0.0
0.5,14.629159,1.0,0.0
10.76,0.6077497,0.0,0.0
0.5,4.6576767,1.0,0.0
6.16,1.2241052,1.0,1.0
1.09,67.154,1.0,1.0
4.02,1.1316729,0.0,1.0
5.23,56.101044,0.0,1.0
18.3,1.0300738,0.0,1.0
18.72,2.285964,0.0,1.0
24.45,11.673475,0.0,1.0
12.33,9.577373,0.0,0.0
39.58,26.516714,1.0,1.0
2.94,7.5042377,0.0,1.0
19.43,1.3167477,1.0,0.0
139.21,1.1442429,1.0,1.0
60.49,14.337728,1.0,1.0
0.5,24.16419,0.0,1.0
1.76,0.5835371,0.0,1.0
22.87,86.756805,1.0,1.0
1.07,90.92211,1.0,1.0
6.21,0.7212795,0.0,1.0
58.16,19.93565,1.0,1.0
1.17,0.4985207,0.0,1.0
1.77,10.733395,0.0,0.0
24.06,4.522517,0.0,0.0
3.31,1.8410803,0.0,1.0
29.9,4.021814,1.0,1.0
22.33,15.790792,1.0,1.0
0.68,8.18939,1.0,0.0
13.3,10.518724,1.0,0.0
8.2,9.823662,1.0,1.0
19.37,5.5319457,1.0,0.0
1.62,0.6547169,1.0,1.0
37.6,10.090171,1.0,0.0
0.5,1.0995299,0.0,1.0
11.82,17.619886,1.0,1.0
7.67,3.8408532,0.0,1.0
37.82,5.213423,1.0,0.0
0.5,29.48341,0.0,1.0
39.2,42.694794,1.0,1.0
3.38,19.314747,1.0,0.0
1.55,139.42612,0.0,1.0
15.3,32.883183,1.0,0.0
7.14,5.5793858,0.0,1.0
6.06,1.3111695,0.0,1.0
11.76,46.072086,1.0,1.0
32.11,12.188466,0.0,0.0
48.98,28.595074,1.0,1.0
6.14,11.357354,1.0,0.0
6.83,0.76909393,1.0,1.0
17.49,4.7003813,0.0,0.0
0.5,0.8881394,1.0,1.0
6.69,1.1459209,1.0,0.0
9.7,4.789455,1.0,0.0
0.5,41.45026,1.0,1.0
17.2,13.620594,0.0,0.0
1.72,1.7208263,0.0,0.0
24.3,13.746503,1.0,0.0
28.11,5.4776692,1.0,0.0
8.68,21.72623,1.0,1.0
7.44,5.07971,1.0,1.0
43.65,5.646057,1.0,1.0
6.15,0.8297958,1.0,1.0
5.83,32.408585,0.0,0.0
35.67,1.2605116,1.0,0.0
10.95,74.18491,1.0,1.0
4.44,11.261478,1.0,0.0
1.74,168.32396,0.0,1.0
11.92,7.350076,1.0,0.0
5.57,6.780237,1.0,0.0
3.5,25.058945,1.0,0.0
27.67,6.86091,1.0,0.0
20.96,15.107316,0.0,1.0
27.75,18.275253,1.0,0.0
2.69,3.9129505,1.0,0.0
0.5,6.609667,1.0,1.0
3.75,6.6300635,1.0,0.0
0.76,19.382887,1.0,1.0
2.82,15.190081,1.0,1.0
14.38,5.7347817,1.0,0.0
6.15,6.3843994,1.0,0.0
31.5,15.557977,0.0,1.0
11.19,1.1390665,0.0,1.0
1.66,75.572655,0.0,1.0
0.99,3.3291092,1.0,1.0
19.59,2.612328,0.0,1.0
9.47,75.039764,1.0,1.0
5.73,7.1897106,1.0,0.0
0.5,6.8174577,1.0,0.0
6.83,12.238083,1.0,0.0
6.8,1.0910219,0.0,0.0
13.47,27.38429,0.0,1.0
0.5,1.0344286,0.0,0.0
11.66,8.745822,0.0,0.0
9.31,1.1600351,0.0,1.0
18.32,9.764832,1.0,0.0
40.12,30.71977,1.0,1.0
12.93,10.18404,0.0,1.0
2.75,0.5896893,1.0,0.0
35.26,14.479761,1.0,0.0
13.01,1.2547636,1.0,0.0
4.44,16.421516,1.0,1.0
0.78,18.62698,0.0,0.0
8.23,33.33554,0.0,1.0
13.9,1.2015305,0.0,0.0
115.41,17.286922,1.0,1.0
4.69,4.5859284,1.0,1.0
18.96,4.253874,0.0,1.0
5.87,3.988422,1.0,1.0
95.46,12.192733,1.0,1.0
79.36,3.5081663,1.0,0.0
6.68,8.103996,0.0,1.0
5.94,0.9842184,0.0,1.0
0.56,187.35738,0.0,1.0
14.79,32.98151,0.0,1.0
13.38,8.492541,1.0,0.0
0.5,9.755016,1.0,0.0
11.17,1.0558177,1.0,1.0
60.49,76.6916,1.0,1.0
7.94,154.05853,0.0,1.0
23.97,19.94173,1.0,0.0
16.84,12.48015,1.0,1.0
5.89,7.6804137,1.0,1.0
0.5,8.480048,1.0,1.0
5.71,10.710708,1.0,0.0
11.17,27.853882,0.0,1.0
5.6,12.213945,1.0,1.0
15.42,54.36978,0.0,1.0
20.55,1.0642865,0.0,1.0
71.57,15.1330595,1.0,1.0
5.9,0.53724784,0.0,0.0
4.75,16.359108,1.0,0.0
2.3,10.2268715,0.0,1.0
12.28,59.592827,1.0,1.0
0.5,8.542143,0.0,0.0
49.9,67.595985,1.0,1.0
15.01,9.20274,1.0,1.0
3.09,18.486229,0.0,1.0
8.01,5.083275,1.0,1.0
15.03,33.846085,1.0,1.0
19.17,69.99548,0.0,1.0
10.32,17.756594,1.0,1.0
22.6,1.055315,1.0,0.0
7.26,7.0999937,0.0,1.0
3.71,26.032488,0.0,0.0
9.17,7.9756613,0.0,0.0
7.23,7.869215,0.0,0.0
92.84,17.885315,1.0,0.0
7.39,9.772292,0.0,0.0
2.5,4.345859,1.0,0.0
11.2,16.013187,1.0,0.0
2.88,15.661253,0.0,0.0
42.14,18.485374,1.0,1.0
23.55,12.309238,1.0,1.0
12.57,172.4049,0.0,1.0
21.79,2.8760862,0.0,0.0
0.56,55.305275,0.0,1.0
9.74,15.799389,0.0,1.0
17.32,9.643467,1.0,0.0
17.49,1.6328309,0.0,0.0
5.11,17.459297,1.0,1.0
1.17,36.07272,0.0,1.0
